date,news,what_it_affects,source,raw_text
2019-04-03,Revenue collection stalls as custom duties alone show buoyancy,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1473598/revenue-collection-stalls-as-custom-duties-alone-show-buoyancy,"Business Revenue collection stalls as custom duties alone show buoyancy Zero growth seen in income tax, sales tax and excise duties. Updated 03 Apr, 2019 08:53am"
2019-04-04,"ECC orders import of 100,000 tonnes of urea",Current Account / Trade; Fertilizer Sector,https://www.dawn.com/news/1473787/ecc-orders-import-of-100000-tonnes-of-urea,"Business ECC orders import of 100,000 tonnes of urea ECC directs authorities to check market manipulation activities in the fertiliser sector. Updated 04 Apr, 2019 07:46am"
2019-04-04,"Pakistan's economic outlook gloomy, warns ADB",Inflation / CPI; Currency / Exchange Rate; IMF / External Financing,https://www.dawn.com/news/1473843/pakistans-economic-outlook-gloomy-warns-adb,"Business Pakistan's economic outlook gloomy, warns ADB Until macroeconomic imbalances alleviated, slower growth, higher inflation and pressure on rupee expected, says report. Updated 04 Apr, 2019 08:35am"
2019-04-05,"FIA to launch 'full fledged operation' against dollar hoarding, speculative currency trade: minister",Monetary Policy / Interest Rates; Currency / Exchange Rate,https://www.dawn.com/news/1474114/fia-to-launch-full-fledged-operation-against-dollar-hoarding-speculative-currency-trade-minister,"Pakistan FIA to launch 'full fledged operation' against dollar hoarding, speculative currency trade: minister The operation will be launched in coordination with the State Bank of Pakistan and the Ministry of Finance. Updated 05 Apr, 2019 08:05pm"
2019-04-05,Finance Minister Asad Umar rules out further rupee devaluation,Currency / Exchange Rate,https://www.dawn.com/news/1474098/finance-minister-asad-umar-rules-out-further-rupee-devaluation,"Business Finance Minister Asad Umar rules out further rupee devaluation The rupee has lost about 25 per cent of its value over the past year. Updated 05 Apr, 2019 01:01pm"
2019-04-05,"If Pakistan has been going to IMF for the last 30 years, why is structural adjustment still necessary?",IMF / External Financing,https://www.dawn.com/news/1474072/economy-of-fools,"Pakistan If Pakistan has been going to IMF for the last 30 years, why is structural adjustment still necessary? 'Adjustment' is a policy that removes all regulations designed to provide some safeguards to toiling classes. Published 05 Apr, 2019 09:45am"
2019-04-05,Nepra allows 81-paisa increase in power tariff,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1474019/nepra-allows-81-paisa-increase-in-power-tariff,"Pakistan Nepra allows 81-paisa increase in power tariff Revised rates will not apply to KE consumers. Updated 05 Apr, 2019 08:57am"
2019-04-05,PML-N resolution seeks Dar’s appointment as finance minister,Political Stability / Government,https://www.dawn.com/news/1474010/pml-n-resolution-seeks-dars-appointment-as-finance-minister,"Pakistan PML-N resolution seeks Dar’s appointment as finance minister The resolution says steering the country out of the economic mess is not Finance Minister Asad Umar's cup of tea. Updated 05 Apr, 2019 10:11am"
2019-04-05,"Pakistan’s GDP growth to fall behind Nepal, Maldives this year: UN",GDP / Economic Growth,https://www.dawn.com/news/1474039/pakistans-gdp-growth-to-fall-behind-nepal-maldives-this-year-un,"World Pakistan’s GDP growth to fall behind Nepal, Maldives this year: UN The survey forecasts that Pakistan's GDP is to remain the lowest in the region at 4.2 per cent in 2019 and 4pc in 2020. Updated 05 Apr, 2019 10:05am"
2019-04-06,Bio-pesticide import to help cotton farmers,Current Account / Trade,https://www.dawn.com/news/1474257/bio-pesticide-import-to-help-cotton-farmers,"Business Bio-pesticide import to help cotton farmers ISLAMABAD: The Cabinet Committee on Legislative Cases (CCLS) on Friday approved import of bio-pesticide... Published 06 Apr, 2019 07:09am"
2019-04-06,"FBR announces Audit Policy, 2018",Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1474256/fbr-announces-audit-policy-2018,"Business FBR announces Audit Policy, 2018 FBR has also listed the applicable exclusions for cases under the income tax, sales tax and federal excise duty. Updated 06 Apr, 2019 09:07am"
2019-04-06,IMF deal to be inked by month end: Asad,Currency / Exchange Rate; IMF / External Financing,https://www.dawn.com/news/1474259/imf-deal-to-be-inked-by-month-end-asad,"Business IMF deal to be inked by month end: Asad Umar denies reports that Pakistan had agreed to the devaluation of rupee with the IMF. Updated 06 Apr, 2019 09:05am"
2019-04-06,PML-N to back protest against ‘economic chaos’,Political Stability / Government,https://www.dawn.com/news/1474238/pml-n-to-back-protest-against-economic-chaos,"Pakistan PML-N to back protest against ‘economic chaos’ Former finance minister Miftah Ismail claims economy is on verge of collapse. Updated 06 Apr, 2019 07:50am"
2019-04-06,SBP official creates stir with FATF remarks,Monetary Policy / Interest Rates,https://www.dawn.com/news/1474255/sbp-official-creates-stir-with-fatf-remarks,"Business SBP official creates stir with FATF remarks “Pakistan will be out of grey list by September 2019,” the official was quoted as saying. Updated 21 Feb, 2020 11:50pm"
2019-04-07,Asad to hold crucial talks on IMF package in US this week,IMF / External Financing,https://www.dawn.com/news/1474435/asad-to-hold-crucial-talks-on-imf-package-in-us-this-week,"Business Asad to hold crucial talks on IMF package in US this week The Indian lobby in Washington has already launched a campaign to block IMF's expected assistance for Pakistan. Updated 07 Apr, 2019 05:31pm"
2019-04-07,Auto financing shrinks sharply amid rising interest rates,Monetary Policy / Interest Rates,https://www.dawn.com/news/1474474/auto-financing-shrinks-sharply-amid-rising-interest-rates,"Business Auto financing shrinks sharply amid rising interest rates ""The share of auto loans has fallen from almost 35pc of the total invoicing to 20pc since January, 2018."" Updated 07 Apr, 2019 09:58am"
2019-04-07,FIA seizes currency worth Rs40 million in Lahore as crackdown against dollar hoarding begins,Currency / Exchange Rate,https://www.dawn.com/news/1474557/fia-seizes-currency-worth-rs40-million-in-lahore-as-crackdown-against-dollar-hoarding-begins,"Pakistan FIA seizes currency worth Rs40 million in Lahore as crackdown against dollar hoarding begins Three people arrested as FIA teams conduct simultaneous raids on money exchanges in Lahore. Updated 07 Apr, 2019 09:29pm"
2019-04-07,PTI govt’s first tax amnesty scheme ready for launch,Fiscal Policy / Budget / Taxes; Political Stability / Government,https://www.dawn.com/news/1474436/pti-govts-first-tax-amnesty-scheme-ready-for-launch,"Business PTI govt’s first tax amnesty scheme ready for launch Plan covering all kinds of offshore, onshore undeclared assets to be presented before PM for approval tomorrow. Updated 07 Apr, 2019 08:05am"
2019-04-07,Pakistan's GDP growth to shrink to 3.4pc this fiscal: World Bank,IMF / External Financing; GDP / Economic Growth,https://www.dawn.com/news/1474558/pakistans-gdp-growth-to-shrink-to-34pc-this-fiscal-world-bank,"Pakistan Pakistan's GDP growth to shrink to 3.4pc this fiscal: World Bank Growth will further drop to 2.7% in FY20 as fiscal, monetary policies are tightened to address macroeconomic imbalances. Updated 07 Apr, 2019 11:17pm"
2019-04-08,"Asad Umar brushes aside critics, says painful measures will bear fruit",Currency / Exchange Rate,https://www.dawn.com/news/1474748/asad-umar-brushes-aside-critics-says-painful-measures-will-bear-fruit,"Pakistan Asad Umar brushes aside critics, says painful measures will bear fruit ""Exchange rate is not a measure of a strong economy [...] the crisis is over, now we are in the stabilisation process."" Updated 08 Apr, 2019 06:43pm"
2019-04-08,Editorial: What message is the govt's 'currency crackdown' sending?,Currency / Exchange Rate,http://www.dawn.com/news/1474661/currency-crackdown,"Business Editorial: What message is the govt's 'currency crackdown' sending? Govt needs to project confidence and a sense that things are firmly under control in order to stabilise the situation. Published 08 Apr, 2019 10:18am"
2019-04-08,Fear reigns supreme as PSX slide continues,Stock Market (Direct),https://www.dawn.com/news/1474524/fear-reigns-supreme-as-psx-slide-continues,"Business Fear reigns supreme as PSX slide continues Traders started congratulating each other when the market gained 10pc in January. But the euphoria proved short-lived. Updated 09 Apr, 2019 10:01am"
2019-04-08,Managed float or market-based exchange rate?,Currency / Exchange Rate,https://www.dawn.com/news/1474521/managed-float-or-market-based-exchange-rate,"Business Managed float or market-based exchange rate? It is not clear how the thin currency market and the economy will fare with a free float. Updated 08 Apr, 2019 09:42am"
2019-04-08,PTI govt sticks to Shahbaz’s initiative of Ramazan Bazaars,Political Stability / Government,https://www.dawn.com/news/1474712/pti-govt-sticks-to-shahbazs-initiative-of-ramazan-bazaars,"Pakistan PTI govt sticks to Shahbaz’s initiative of Ramazan Bazaars The PTI leadership while in opposition was critical of Shahbaz's Ramazan Bazaars. Updated 08 Apr, 2019 04:05pm"
2019-04-08,Pakistan Stock Exchange begins week on negative note,Stock Market (Direct),https://www.dawn.com/news/1474750/pakistan-stock-exchange-begins-week-on-negative-note,"Business Pakistan Stock Exchange begins week on negative note The benchmark closes at 36,922 before hitting a day low at 36,738 points. Published 08 Apr, 2019 05:16pm"
2019-04-08,Why did the rupee fall last week?,Currency / Exchange Rate,https://www.dawn.com/news/1474528/the-rupee-falls,"Business Why did the rupee fall last week? The rupee came under pressure during the first week of April because of growing political confrontation. Published 08 Apr, 2019 09:07am"
2019-04-08,Will the anticipated IMF programme make things better for all Pakistanis?,IMF / External Financing,https://www.dawn.com/news/1474662/much-worse-to-come,"Pakistan Will the anticipated IMF programme make things better for all Pakistanis? We will add many more to the ranks of those who ""cannot earn a livelihood due to infirmity, sickness or unemployment"". Updated 09 Apr, 2019 09:22am"
2019-04-09,"In last round with IMF, Asad sees growth, stability",IMF / External Financing,https://www.dawn.com/news/1474829/in-last-round-with-imf-asad-sees-growth-stability,"Business In last round with IMF, Asad sees growth, stability Data projections to be released after programme finalised. Updated 10 Apr, 2019 07:24am"
2019-04-09,Islamic banking profit soars 48pc,Banking Sector; Oil & Gas / Energy Sector; Textile Sector,https://www.dawn.com/news/1474856/islamic-banking-profit-soars-48pc,"Business Islamic banking profit soars 48pc Islamic financing kept focus on textile, energy sectors. Updated 09 Apr, 2019 09:16am"
2019-04-09,PBS updates method to calculate inflation,Inflation / CPI,https://www.dawn.com/news/1474858/pbs-updates-method-to-calculate-inflation,"Business PBS updates method to calculate inflation Relative weightages of CPI basket goods changed, no details shared; base year shifted to 2015-16. Updated 09 Apr, 2019 09:04am"
2019-04-09,"Reforms have increased Pakistan’s tax collection, bribe rates: IMF",IMF / External Financing; Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1474908/reforms-have-increased-pakistans-tax-collection-bribe-rates-imf,"World Reforms have increased Pakistan’s tax collection, bribe rates: IMF The Fund suggests combining higher wages with monitoring and sanctions to deal with the problem. Updated 09 Apr, 2019 04:20pm"
2019-04-09,Sindh to approach high court against FBR for Rs7bn refund,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1474810/sindh-to-approach-high-court-against-fbr-for-rs7bn-refund,"Pakistan Sindh to approach high court against FBR for Rs7bn refund Sindh chief minister says he will get funds back because they are meant for Sindh’s uplift. Updated 09 Apr, 2019 10:29am"
2019-04-09,"Sindh, Punjab yet to submit wheat procurement targets",Inflation / CPI,https://www.dawn.com/news/1474857/sindh-punjab-yet-to-submit-wheat-procurement-targets,"Business Sindh, Punjab yet to submit wheat procurement targets ECC directs Ministry of National Food Security to take practical steps to arrest spike in food inflation. Updated 09 Apr, 2019 10:57am"
2019-04-09,Trade deficit dips 14pc to $23.4bn in nine months,Currency / Exchange Rate; Current Account / Trade,https://www.dawn.com/news/1474859/trade-deficit-dips-14pc-to-234bn-in-nine-months,"Business Trade deficit dips 14pc to $23.4bn in nine months Dip attributed to fall in imports; exports see marginal growth despite devaluation, cash assistance to major sectors. Updated 09 Apr, 2019 08:48am"
2019-04-10,Labelling curbs for FMCGs import delayed till June 30,Current Account / Trade,https://www.dawn.com/news/1475100/labelling-curbs-for-fmcgs-import-delayed-till-june-30,"Business Labelling curbs for FMCGs import delayed till June 30 New requirements including halal certification under SRO237 to take effect from July 1. Updated 10 Apr, 2019 08:31am"
2019-04-10,One held in crackdown on dollar hoarding,Currency / Exchange Rate,https://www.dawn.com/news/1475012/one-held-in-crackdown-on-dollar-hoarding,"Pakistan One held in crackdown on dollar hoarding FIA team also impounds a vehicle from Peshawar Road in Rawalpindi and recovers foreign currency worth Rs2.4 million. Updated 10 Apr, 2019 10:19am"
2019-04-10,PTI in la-la land?,Political Stability / Government,https://www.dawn.com/news/1475122/pti-in-la-la-land,"Pakistan PTI in la-la land? The drift seems unstoppable. The performance of the government shows the limits of populism. Published 10 Apr, 2019 10:21am"
2019-04-10,"Without reforms, Pakistan’s growth rate to remain at 2.5pc till 2024: IMF",IMF / External Financing,https://www.dawn.com/news/1475102/without-reforms-pakistans-growth-rate-to-remain-at-25pc-till-2024-imf,"Business Without reforms, Pakistan’s growth rate to remain at 2.5pc till 2024: IMF Rising fuel prices, adjustments for correcting macroeconomic imbalances, geopolitical tensions shape outlook in region. Updated 10 Apr, 2019 07:30am"
2019-04-11,"Asad meets World Bank president, US treasury secretary",IMF / External Financing,https://www.dawn.com/news/1475309/asad-meets-world-bank-president-us-treasury-secretary,"Business Asad meets World Bank president, US treasury secretary The minister is in the US to attend spring meetings of the World Bank Group, which includes the IMF. Updated 11 Apr, 2019 06:11pm"
2019-04-11,"FPCCI slams govt mismanagement, demands restraints on FIA, NAB",Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1475310/fpcci-slams-govt-mismanagement-demands-restraints-on-fia-nab,"Business FPCCI slams govt mismanagement, demands restraints on FIA, NAB Seeks cut in GST rate to 13pc for next budget. Updated 11 Apr, 2019 08:54am"
2019-04-11,"IMF sees sharp jump in fiscal deficit, debt",IMF / External Financing; Fiscal Policy / Budget / Taxes; GDP / Economic Growth,https://www.dawn.com/news/1475308/imf-sees-sharp-jump-in-fiscal-deficit-debt,"Pakistan IMF sees sharp jump in fiscal deficit, debt Debt-to-GDP ratio is projected at 72.7pc by end of FY19. Updated 11 Apr, 2019 08:40am"
2019-04-11,"IMF, World Bank urge caution with China loans",IMF / External Financing,https://www.dawn.com/news/1475446/imf-world-bank-urge-caution-with-china-loans,"Business IMF, World Bank urge caution with China loans Malpass says lending can help economies grow but could end up being counterproductive if not done in a transparent way. Published 11 Apr, 2019 11:51pm"
2019-04-11,Key suspect in rental power projects case held: NAB,IMF / External Financing,https://www.dawn.com/news/1475282/key-suspect-in-rental-power-projects-case-held-nab,"Pakistan Key suspect in rental power projects case held: NAB In 2017 Pakistan lost the case in the World Bank’s International Centre for Settlement of Investment Disputes Updated 11 Apr, 2019 09:18am"
2019-04-11,Meltdown continues as KSE-Index sinks to three-year low,IMF / External Financing; Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1475286/meltdown-continues-as-kse-index-sinks-to-three-year-low,"Business Meltdown continues as KSE-Index sinks to three-year low Fear stalks the market as investors keenly await outcome of IMF talks, next budget. Updated 11 Apr, 2019 07:31am"
2019-04-12,Editorial: What's up at the stock market?,Stock Market (Direct),https://www.dawn.com/news/1475592/whats-up-at-the-stock-market,"Pakistan Editorial: What's up at the stock market? The market is going to fall further in days to come. The government must safeguard the interests of the small saver. Published 12 Apr, 2019 08:07am"
2019-04-12,Opec may raise oil output if prices increase,Oil & Gas / Energy Sector,https://www.dawn.com/news/1475547/opec-may-raise-oil-output-if-prices-increase,"World Opec may raise oil output if prices increase Market outlook unclear; much depends on how far Washington tightens screws on Iran, Venezuela before June meeting. Updated 12 Apr, 2019 09:09am"
2019-04-12,Punjab finance secretary applies for long leave ahead of budget,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1475573/punjab-finance-secretary-applies-for-long-leave-ahead-of-budget,"Pakistan Punjab finance secretary applies for long leave ahead of budget Official sources say Hamid Yakoob Sheikh has applied for three-year extraordinary leave. Updated 12 Apr, 2019 10:49am"
2019-04-12,"Umar-led delegation meets WB, ADB officials in Washington",IMF / External Financing,https://www.dawn.com/news/1475633/umar-led-delegation-meets-wb-adb-officials-in-washington,"Pakistan Umar-led delegation meets WB, ADB officials in Washington Finance minister meets US Treasury officials, Saudi counterpart on sidelines of IMF, WB spring meetings. Updated 12 Apr, 2019 03:05pm"
2019-04-13,Bailout package with IMF almost worked out: Asad,IMF / External Financing,https://www.dawn.com/news/1475776/bailout-package-with-imf-almost-worked-out-asad,"Business Bailout package with IMF almost worked out: Asad Finance minister says FATF judging Pakistan with a rigged jury; Fund officials air concerns over CPEC. Updated 13 Apr, 2019 12:44pm"
2019-04-13,"FBR hurtles for historic Rs450bn revenue shortfall as all heads, except customs duties, miss targets",Fiscal Policy / Budget / Taxes; Current Account / Trade,https://www.dawn.com/news/1475802/fbr-hurtles-for-historic-rs450bn-revenue-shortfall-as-all-heads-except-customs-duties-miss-targets,"Business FBR hurtles for historic Rs450bn revenue shortfall as all heads, except customs duties, miss targets Income tax revenues,  including those collected at the import stage, recorded a shortfall of  Rs178bn. Updated 13 Apr, 2019 09:15am"
2019-04-13,Govt to acquire surplus capacity of LNG terminals to meet gas demand,Current Account / Trade; Oil & Gas / Energy Sector,https://www.dawn.com/news/1475805/govt-to-acquire-surplus-capacity-of-lng-terminals-to-meet-gas-demand,"Business Govt to acquire surplus capacity of LNG terminals to meet gas demand This will limit the import business of PSO at existing level of about 500 million cubic feet per day. Updated 13 Apr, 2019 09:10am"
2019-04-13,Sindh accused of collecting tax from Hub industries,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1475814/sindh-accused-of-collecting-tax-from-hub-industries,"Pakistan Sindh accused of collecting tax from Hub industries Balochistan vows to take up issue with Council of Common Interests. Updated 13 Apr, 2019 08:09am"
2019-04-14,Borrowing for PSEs shoots up by 81pc,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1476010/borrowing-for-pses-shoots-up-by-81pc,"Business Borrowing for PSEs shoots up by 81pc Rs303bn sunk into state-owned enterprises from July to March. Updated 14 Apr, 2019 09:46am"
2019-04-14,Govt for enhancing kharif crop production,Current Account / Trade,https://www.dawn.com/news/1476008/govt-for-enhancing-kharif-crop-production,"Business Govt for enhancing kharif crop production Govt to promote indigenous production of crops that will substitute import of edible oil. Updated 14 Apr, 2019 09:50am"
2019-04-14,Libyan civil unrest prompts Opec+ to review output cuts,Oil & Gas / Energy Sector,https://www.dawn.com/news/1476003/libyan-civil-unrest-prompts-opec-to-review-output-cuts,"World Libyan civil unrest prompts Opec+ to review output cuts The output cut regimen adopted by Opec+ is yielding results. Updated 14 Apr, 2019 09:54am"
2019-04-15,Does the stock market need a bailout?,Stock Market (Direct); IMF / External Financing,http://www.dawn.com/news/1476125/stock-market-needs-a-bailout?preview,"Business Does the stock market need a bailout? State-owned institutions should rescue the market by buying stocks that are now available at dirt-cheap valuations. Published 15 Apr, 2019 08:25am"
2019-04-15,Editorial: Does the govt have a vision to tackle the near-historic Rs450bn revenue shortfall?,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1476213/revenue-shortfall,"Pakistan Editorial: Does the govt have a vision to tackle the near-historic Rs450bn revenue shortfall? Slow revenue collection due to absence of vision on govt's part over increasing the tax base. Updated 15 Apr, 2019 08:24am"
2019-04-15,Fruit and vegetable exports need attention,Current Account / Trade,https://www.dawn.com/news/1476106/fruit-and-vegetable-exports-need-attention,"Business Fruit and vegetable exports need attention Exports of fruits, vegetables are far lower than the country's potential, and the average per tonne export price is low. Updated 15 Apr, 2019 09:09am"
2019-04-15,Govt undecided on ‘sin tax’ on cigarettes,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1476100/govt-undecided-on-sin-tax-on-cigarettes,"Business Govt undecided on ‘sin tax’ on cigarettes Some room for govt to raise FED without disturbing fiscal inflows, says senator. Updated 15 Apr, 2019 10:41am"
2019-04-15,IMF says its mission will visit Pakistan 'before end of April to continue constructive discussions',IMF / External Financing,https://www.dawn.com/news/1476295/imf-says-its-mission-will-visit-pakistan-before-end-of-april-to-continue-constructive-discussions,"Business IMF says its mission will visit Pakistan 'before end of April to continue constructive discussions' Minister for Revenue says ""agreement in principle [on bailout package] reached, only formalities need to be finalised"". Updated 15 Apr, 2019 10:56pm"
2019-04-15,Minding the sales tax gap,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1476103/the-sales-tax-gap,"Business Minding the sales tax gap The estimated gap is close to FBR’s estimate of 65pc based on an analysis of different sectors. Published 15 Apr, 2019 09:15am"
2019-04-15,Tax amnesty scheme ready for cabinet assent tomorrow,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1476197/tax-amnesty-scheme-ready-for-cabinet-assent-tomorrow,"Business Tax amnesty scheme ready for cabinet assent tomorrow Hammad Azhar says the finance minister will hold a briefing about his recent visit to the US today. Published 15 Apr, 2019 07:01am"
2019-04-15,"The lethal low-growth, high-inflation combination is perhaps the worst thing for any economy",Inflation / CPI,https://www.dawn.com/news/1476117/a-double-whammy,"Business The lethal low-growth, high-inflation combination is perhaps the worst thing for any economy Economists describe such a combination as stagflation — the worst of both worlds. Published 15 Apr, 2019 09:11am"
2019-04-15,This is why investing in the power sector is a bad idea,Fiscal Policy / Budget / Taxes; Oil & Gas / Energy Sector,https://www.dawn.com/news/1476105/this-is-why-investing-in-the-power-sector-is-a-bad-idea,"Business This is why investing in the power sector is a bad idea Increasing circular debt due to high tariffs, inefficient power distribution system creating resentment in investors. Updated 15 Apr, 2019 08:32am"
2019-04-15,UK-Pakistan chamber to invest £200m,Privatization / Divestment,https://www.dawn.com/news/1476156/uk-pakistan-chamber-to-invest-200m,"Business UK-Pakistan chamber to invest £200m UKPCCI to operate PIA aircraft under public-private partnership, invest in Naya Pakistan Housing Project, other sectors. Updated 15 Apr, 2019 10:19am"
2019-04-16,Govt pays $1bn against Eurobonds,Debt / External Debt,https://www.dawn.com/news/1476417/govt-pays-1bn-against-eurobonds,"Business Govt pays $1bn against Eurobonds The returns offered in 2014 on the five-year bonds were at 7.25 per cent which were considered too high. Updated 16 Apr, 2019 08:03am"
2019-04-16,IMF bailout package agreed upon in writing: Asad,IMF / External Financing,https://www.dawn.com/news/1476396/imf-bailout-package-agreed-upon-in-writing-asad,"Business IMF bailout package agreed upon in writing: Asad Finance minister says size of programme will be between $6bn and $8bn, rejects reports about his removal. Published 16 Apr, 2019 07:00am"
2019-04-16,"In new FTA, China extends zero rate access to more goods",Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1476416/in-new-fta-china-extends-zero-rate-access-to-more-goods,"Business In new FTA, China extends zero rate access to more goods Agreement covers 7,000 tariff lines at level of eight-digit HS code. Updated 16 Apr, 2019 08:04am"
2019-04-17,20 'suspicious' banks accounts attached on request of Federal Board of Revenue,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1476679/20-suspicious-banks-accounts-attached-on-request-of-federal-board-of-revenue,"Pakistan 20 'suspicious' banks accounts attached on request of Federal Board of Revenue Karachi court orders attachment of accounts, which were allegedly used for money laundering, benami transactions. Published 17 Apr, 2019 01:17pm"
2019-04-17,FBR detects a dozen benami accounts in Faisalabad,Monetary Policy / Interest Rates; Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1476568/fbr-detects-a-dozen-benami-accounts-in-faisalabad,"Pakistan FBR detects a dozen benami accounts in Faisalabad Board writes to SBP for biometric verification of accounts. Updated 17 Apr, 2019 10:12am"
2019-04-17,Pakistan’s economy to weigh on region’s growth: IMF official,IMF / External Financing,https://www.dawn.com/news/1476640/pakistans-economy-to-weigh-on-regions-growth-imf-official,"Business Pakistan’s economy to weigh on region’s growth: IMF official MENAP director says rising debt urgent challenge for macroeconomic stability in many oil-importing countries. Updated 17 Apr, 2019 09:58am"
2019-04-17,Questions raised over profits of power producers,Currency / Exchange Rate,https://www.dawn.com/news/1476643/questions-raised-over-profits-of-power-producers,"Business Questions raised over profits of power producers Talks underway to reduce penal interest charges, other matters; dollar indexation of returns comes under spotlight. Updated 17 Apr, 2019 08:19am"
2019-04-17,Tax amnesty scheme approval deferred again for further deliberations by cabinet,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1476707/tax-amnesty-scheme-approval-deferred-again-for-further-deliberations-by-cabinet,"Pakistan Tax amnesty scheme approval deferred again for further deliberations by cabinet ""It is decided that some provisions [of the scheme] need further fine-tuning,"" says information minister. Updated 17 Apr, 2019 05:14pm"
2019-04-17,Trade bodies for improving ease of doing business,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1476642/trade-bodies-for-improving-ease-of-doing-business,"Business Trade bodies for improving ease of doing business APCCI, FPCCI propose various measures to govt for upcoming budget. Updated 17 Apr, 2019 08:27am"
2019-04-18,"'Time to take difficult decisions': Asad Umar steps down as finance minister, will not hold any portfolio",Political Stability / Government,https://www.dawn.com/news/1476921/time-to-take-difficult-decisions-asad-umar-steps-down-as-finance-minister-will-not-hold-any-portfolio,"Business 'Time to take difficult decisions': Asad Umar steps down as finance minister, will not hold any portfolio Resignation ""does not mean I am not available to take forward PTI’s vision for Naya Pakistan"", says Umar. Updated 19 Apr, 2019 12:55pm"
2019-04-18,Does the government possess the political skill to manage the adjustment process?,Political Stability / Government,https://www.dawn.com/news/1476873/politics-of-adjustment,"Pakistan Does the government possess the political skill to manage the adjustment process? The path of adjustment is tough, but the PTI government is not the first to have to walk it. Updated 19 Apr, 2019 07:43am"
2019-04-18,FIA raids 2 Islamabad money changers operating without license,Currency / Exchange Rate,https://www.dawn.com/news/1476903/fia-raids-2-islamabad-money-changers-operating-without-license,"Pakistan FIA raids 2 Islamabad money changers operating without license The government has vowed to crack down against currency dealers believed to be hoarding foreign exchange. Published 18 Apr, 2019 11:43am"
2019-04-18,Govt mulls shifting of deposits to SBP,Monetary Policy / Interest Rates,https://www.dawn.com/news/1476846/govt-mulls-shifting-of-deposits-to-sbp,"Business Govt mulls shifting of deposits to SBP Any decision in this regard to be taken after consultation with stakeholders, impact assessment. Updated 18 Apr, 2019 08:45am"
2019-04-18,PTCL quarterly profit falls to Rs1.9bn,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1476844/ptcl-quarterly-profit-falls-to-rs19bn,"Business PTCL quarterly profit falls to Rs1.9bn Profitability takes a hit with 40pc hike in power tariff which increased PTCL's operating costs. Updated 18 Apr, 2019 08:47am"
2019-04-19,CAD jumps by 196pc in March,Current Account / Trade; Banking Sector,https://www.dawn.com/news/1477091/cad-jumps-by-196pc-in-march,"Business CAD jumps by 196pc in March The central bank reported that the current account deficit in March was at $822 million compared to $278m in February. Updated 19 Apr, 2019 08:31am"
2019-04-19,Foreign investment plunges 51pc,Foreign Investment / FPI,https://www.dawn.com/news/1477087/foreign-investment-plunges-51pc,"Business Foreign investment plunges 51pc FDI in March was $177.5m, a 5.15pc month-on-month increase over February's $168.8m. Updated 19 Apr, 2019 08:40am"
2019-04-19,KP lags behind in World Bank’s Khyber Pass economic corridor project,IMF / External Financing,https://www.dawn.com/news/1477058/kp-lags-behind-in-world-banks-khyber-pass-economic-corridor-project,"Pakistan KP lags behind in World Bank’s Khyber Pass economic corridor project The World Bank approved a loan of $460.6 million for the Khyber Pass Economic Corridor Project almost a year ago. Updated 19 Apr, 2019 07:34am"
2019-04-19,Opposition terms Asad’s resignation failure of govt policies,Political Stability / Government,https://www.dawn.com/news/1477055/opposition-terms-asads-resignation-failure-of-govt-policies,"Business Opposition terms Asad’s resignation failure of govt policies Bilawal sees it as ‘a beginning’; PML-N calls for prime minister’s resignation. Updated 19 Apr, 2019 08:36am"
2019-04-19,Reserves dip by $1.03bn,Monetary Policy / Interest Rates; Currency / Exchange Rate; Debt / External Debt,https://www.dawn.com/news/1477089/reserves-dip-by-103bn,"Business Reserves dip by $1.03bn Decrease in dollar stick amid external debt servicing, repayment of $1bn principal against PSB, says SBP. Updated 19 Apr, 2019 08:43am"
2019-04-20,Hafeez Shaikh says budget to be announced not earlier than May 24,IMF / External Financing; Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1477337/hafeez-shaikh-says-budget-to-be-announced-not-earlier-than-may-24,"Pakistan Hafeez Shaikh says budget to be announced not earlier than May 24 Says Pakistan and IMF want to progress on their negotiations; will be contacting IMF mission head later today. Updated 30 May, 2019 07:31am"
