Date,News,What It Affects,Sentiment,Source
2025-10-27,Tomato prices decline due to imports from Iran; another shortage likely in spring,Current Account / Trade,Neutral,https://www.dawn.com/news/1951502
2025-10-27,Pakistan’s power planning — discipline or debt,Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1951444/pakistans-power-planning-discipline-or-debt
2025-10-27,Challenges to Pakistan’s cotton sector are far from over,Current Account / Trade; Textile Sector,Neutral,https://www.dawn.com/news/1951371
2025-10-27,Central bank keeps policy rate unchanged at 11pc,Monetary Policy / Interest Rates; Banking Sector,Neutral,https://www.dawn.com/news/1951561/central-bank-keeps-policy-rate-unchanged-at-11pc
2025-10-27,"Govt to defer gas import plans as demand eases, LNG glut extends",Current Account / Trade; Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1951497/govt-to-defer-gas-import-plans-as-demand-eases-lng-glut-extends
2025-10-28,Business leaders term SBP’s decision to maintain policy rate ‘anti-growth’,Monetary Policy / Interest Rates,Neutral,https://www.dawn.com/news/1951653
2025-10-28,"Govt posts rare Rs1.5tr surplus amid flood, border shocks",Inflation / CPI,Neutral,https://www.dawn.com/news/1951652/govt-posts-rare-rs15tr-surplus-amid-flood-border-shocks
2025-10-29,"PSX plunges over 2,000 points amid caution",Stock Market (Direct),Negative,https://www.dawn.com/news/1951883/psx-plunges-over-2000-points-amid-caution
2025-10-29,Reforms urged to tap Malaysian meat market,Current Account / Trade,Neutral,https://www.dawn.com/news/1951889/reforms-urged-to-tap-malaysian-meat-market
2025-10-29,Survey shows 73pc of top foreign investors view Islamabad as viable FDI destination,Foreign Investment / FPI,Neutral,https://www.dawn.com/news/1951888
2025-10-30,Stuck in a loop: The Sisyphean cycle of Pakistan’s power sector,IMF / External Financing; Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1949314/stuck-in-a-loop-the-sisyphean-cycle-of-pakistans-power-sector
2025-10-30,"World Bank flags slow reforms, modest growth outlook for Pakistan",IMF / External Financing,Neutral,https://www.dawn.com/news/1952076/world-bank-flags-slow-reforms-modest-growth-outlook-for-pakistan
2025-10-30,Wealthiest 10pc hold 42pc of national income in Pakistan: Oxfam report,GDP / Economic Growth,Positive,https://www.dawn.com/news/1952075
2025-10-30,Mills ink deals to import 2m cotton bales,Current Account / Trade,Neutral,https://www.dawn.com/news/1952069/mills-ink-deals-to-import-2m-cotton-bales
2025-10-30,PSX extends losses amid Afghan border deadlock,Stock Market (Direct),Neutral,https://www.dawn.com/news/1952067/psx-extends-losses-amid-afghan-border-deadlock
2025-10-30,Rice exports fall 28pc in first quarter of 2025-26,Current Account / Trade,Negative,https://www.dawn.com/news/1952072/rice-exports-fall-28pc-in-first-quarter-of-2025-26
2025-10-31,Ogra to review 10-year RLNG pricing,Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1952251/ogra-to-review-10-year-rlng-pricing
2025-10-31,PM orders PRAL’s forensic audit after tax fraud unearthed,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1952250/pm-orders-prals-forensic-audit-after-tax-fraud-unearthed
2025-10-31,Monetary policy at a crossroads: Can the SBP sustain its credibility?,Monetary Policy / Interest Rates,Neutral,https://www.dawn.com/news/1941192/monetary-policy-at-a-crossroads-can-the-sbp-sustain-its-credibility
2025-10-31,Power Division announces large-scale rollout of smart meters across Pakistan,Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1952355/power-division-announces-large-scale-rollout-of-smart-meters-across-pakistan
2025-10-31,FIA withdraws corruption case against ex-FBR chief Shabbar Zaidi,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1952361/fia-withdraws-corruption-case-against-ex-fbr-chief-shabbar-zaidi
2025-10-31,Ex-FBR chief Shabbar Zaidi booked over ‘unauthorised refunds’,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1952288/ex-fbr-chief-shabbar-zaidi-booked-over-unauthorised-refunds
2025-10-31,"Bulls in control as KSE-100 gains over 4,800 points",Stock Market (Direct),Positive,https://www.dawn.com/news/1952344/bulls-in-control-as-kse-100-gains-over-4800-points
2025-10-31,Hybrids save $27m in fuel imports,Current Account / Trade,Neutral,https://www.dawn.com/news/1952253/hybrids-save-27m-in-fuel-imports
2025-10-31,Steady growth in reserves strengthens rupee outlook,Monetary Policy / Interest Rates; Currency / Exchange Rate,Positive,https://www.dawn.com/news/1952252/steady-growth-in-reserves-strengthens-rupee-outlook
2025-11-01,SC stays PHC order to tax Eva­cuee Trust Property Board assets,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1952494/sc-stays-phc-order-to-tax-evacuee-trust-property-board-assets
2025-11-01,Weekly inflation up 5.05pc,Inflation / CPI,Negative,https://www.dawn.com/news/1952490/weekly-inflation-up-505pc
2025-11-01,Revenue shortfall hits Rs274bn in July-Oct,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1952489/revenue-shortfall-hits-rs274bn-in-july-oct
2025-11-01,FBR sets new milestone with 5.9m filers,Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1952487/fbr-sets-new-milestone-with-59m-filers
2025-11-01,Overall public debt rises Rs9.3tr in FY25,GDP / Economic Growth; Debt / External Debt,Negative,https://www.dawn.com/news/1952488/overall-public-debt-rises-rs93tr-in-fy25
2025-11-01,Asean envoys explore investment opportunities,Foreign Investment / FPI,Neutral,https://www.dawn.com/news/1952491/asean-envoys-explore-investment-opportunities
2025-11-02,Bank profits rise despite weak private credit demand,Banking Sector,Positive,https://www.dawn.com/news/1952654/bank-profits-rise-despite-weak-private-credit-demand
2025-11-02,Global commodity prices heading for six-year low in 2026: World Bank,IMF / External Financing,Neutral,https://www.dawn.com/news/1952651/commodities-head-for-six-year-low
2025-11-02,Global foreign direct investment slumps,Foreign Investment / FPI,Negative,https://www.dawn.com/news/1952655/global-foreign-direct-investment-slumps
2025-11-02,Gold’s surge erodes dollar’s shine,Currency / Exchange Rate; Banking Sector,Neutral,https://www.dawn.com/news/1952652/golds-surge-erodes-dollars-shine
2025-11-02,"PSX slips in October on economic, geopolitical uncertainty",Stock Market (Direct),Neutral,https://www.dawn.com/news/1952656/psx-slips-in-october-on-economic-geopolitical-uncertainty
2025-11-02,"Tax net expands with 892,000 new filers",Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1952653/tax-net-expands-with-892000-new-filers
2025-11-03,World Bank asks Pakistan to overhaul skewed trade pacts,Currency / Exchange Rate; IMF / External Financing,Neutral,https://www.dawn.com/news/1952875/world-bank-asks-pakistan-to-overhaul-skewed-trade-pacts
2025-11-03,Split between Indian and US messaging on Russian oil imports reflects their fragile relationship,Current Account / Trade; Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1952824
2025-11-03,Fortifying export productivity,Current Account / Trade,Neutral,https://www.dawn.com/news/1952709/fortifying-export-productivity
2025-11-03,"Pakistan ‘natural maritime bridge’ between East and West, says Ahsan Iqbal as PIMEC kicks off in Karachi",GDP / Economic Growth,Neutral,https://www.dawn.com/news/1952911/pakistan-natural-maritime-bridge-between-east-and-west-says-ahsan-iqbal-as-pimec-kicks-off-in-karachi
2025-11-04,Cement despatches rise 15pc,Current Account / Trade; Cement Sector,Positive,https://www.dawn.com/news/1953007/cement-despatches-rise-15pc
2025-11-04,Digital payments make up 88pc of retail deals,Monetary Policy / Interest Rates,Neutral,https://www.dawn.com/news/1953006/digital-payments-make-up-88pc-of-retail-deals
2025-11-04,Engineers’ strike affects Saudi-bound PIA flights,Privatization / Divestment,Negative,https://www.dawn.com/news/1953062
2025-11-04,Hubco’s Thar projects reach key milestone,Cement Sector,Positive,https://www.dawn.com/news/1953008/hubcos-thar-projects-reach-key-milestone
2025-11-04,Inflation jumps to 6.24pc in October,Inflation / CPI,Negative,https://www.dawn.com/news/1953003/inflation-jumps-to-624pc-in-october
2025-11-04,PIA operations ‘restored’ after engineers’ strike causes delays to several international flights,Privatization / Divestment,Negative,https://www.dawn.com/news/1953105/pia-operations-restored-after-engineers-strike-causes-delays-to-several-international-flights
2025-11-04,"Stocks cross 162,000 barrier on value-hunting",Inflation / CPI,Negative,https://www.dawn.com/news/1953010/stocks-cross-162000-barrier-on-value-hunting
2025-11-04,Urea sales decline,Fertilizer Sector,Negative,https://www.dawn.com/news/1953009/urea-sales-decline
2025-11-05,World Bank study finds Pakistan’s urbanisation level at 88pc,IMF / External Financing,Neutral,https://www.dawn.com/news/1953204/world-bank-study-finds-pakistans-urbanisation-level-at-88pc
2025-11-05,Trade deficit surges 56pc in October,Current Account / Trade,Negative,https://www.dawn.com/news/1953208/trade-deficit-surges-56pc-in-october
2025-11-05,Pakistan cancels 21 LNG cargoes from Eni,Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1953207/pakistan-cancels-21-lng-cargoes-from-eni
2025-11-05,"PSX slips 1,522 points on political uncertainty",Stock Market (Direct),Negative,https://www.dawn.com/news/1953214/psx-slips-1522-points-on-political-uncertainty
2025-11-05,Govt to release key report ahead of IMF board meeting,IMF / External Financing,Neutral,https://www.dawn.com/news/1953225/govt-to-release-key-report-ahead-of-imf-board-meeting
2025-11-06,Circular debt rises to Rs1.7tr in first quarter of FY26,Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1953424
2025-11-06,"Govt moves to deregulate wheat, sugar sectors",IMF / External Financing,Neutral,https://www.dawn.com/news/1953425/govt-moves-to-deregulate-wheat-sugar-sectors
2025-11-06,"President, secretary general of aircraft engineers’ body dismissed from PIA service amid ongoing tiff",Privatization / Divestment,Neutral,https://www.dawn.com/news/1953507/president-secretary-general-of-aircraft-engineers-body-dismissed-from-pia-service-amid-ongoing-tiff
2025-11-07,Marble policy in the offing to boost exports,Current Account / Trade,Positive,https://www.dawn.com/news/1953617/marble-policy-in-the-offing-to-boost-exports
2025-11-07,Nepra warns circular debt to persist sans reforms,Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1953618/nepra-warns-circular-debt-to-persist-sans-reforms
2025-11-07,PSX extends losses amid dearth of triggers,Stock Market (Direct),Neutral,https://www.dawn.com/news/1953613/psx-extends-losses-amid-dearth-of-triggers
2025-11-07,SBP launches portal for digital investment in govt papers,Monetary Policy / Interest Rates,Neutral,https://www.dawn.com/news/1953615/portal-launched-for-digital-investment-in-govt-papers
2025-11-07,Services exports jump 15pc on IT boost,Current Account / Trade,Positive,https://www.dawn.com/news/1953616/services-exports-jump-15pc-on-it-boost
2025-11-08,Weekly inflation sees annual surge,Inflation / CPI,Negative,https://www.dawn.com/news/1953817/weekly-inflation-sees-annual-surge
2025-11-08,"Pakistan faces climate fragility, warn lenders",IMF / External Financing; GDP / Economic Growth,Negative,https://www.dawn.com/news/1953816/pakistan-faces-climate-fragility-warn-lenders
2025-11-08,"Islamabad, Lahore and Karachi airports up for privatisation",Privatization / Divestment,Neutral,https://www.dawn.com/news/1953818
2025-11-08,"ECC clears circular debt plan, paves way to wind up Power Holding Limited",Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1953781/ecc-clears-circular-debt-plan-paves-way-to-wind-up-power-holding-limited
2025-11-08,"FPCCI, KCCI join hands for economic revival",Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1953819/fpcci-kcci-join-hands-for-economic-revival
2025-11-08,Bulls snap three-session losing streak,Stock Market (Direct); Banking Sector,Positive,https://www.dawn.com/news/1953820/bulls-snap-three-session-losing-streak
2025-11-08,Govt posts rare Rs2.12tr surplus in first quarter of current fiscal year,Monetary Policy / Interest Rates; Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1953814
2025-11-09,Auto industry gears up for policy battle,IMF / External Financing; Automobile Sector,Neutral,https://www.dawn.com/news/1953989/auto-industry-gears-up-for-policy-battle
2025-11-09,Govt awaits IMF nod to unveil first industrial policy,IMF / External Financing; Fiscal Policy / Budget / Taxes; Current Account / Trade,Neutral,https://www.dawn.com/news/1953990/govt-awaits-imf-nod-to-unveil-first-industrial-policy
2025-11-09,PSX extends weekly losses amid mixed economic indicators,Stock Market (Direct),Neutral,https://www.dawn.com/news/1953994/psx-extends-weekly-losses-amid-mixed-economic-indicators
2025-11-10,The inflation trap,Inflation / CPI,Neutral,https://www.dawn.com/news/1954096/the-inflation-trap
2025-11-10,PIA claims no flight delays due to strike,Privatization / Divestment,Negative,https://www.dawn.com/news/1954182/pia-claims-no-flight-delays-due-to-strike
2025-11-11,"PSX crosses 161,000 on renewed confidence",Stock Market (Direct); Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1954408/psx-crosses-161000-on-renewed-confidence
2025-11-11,FBR makes e-filing of tax returns mandatory,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1954406/fbr-makes-e-filing-of-tax-returns-mandatory
2025-11-12,Auto sales rev up in October,Automobile Sector,Positive,https://www.dawn.com/news/1954574/auto-sales-rev-up-in-october
2025-11-12,"PSX plunges 3,668 points on security concerns",Stock Market (Direct),Negative,https://www.dawn.com/news/1954577/psx-plunges-3668-points-on-security-concerns
2025-11-12,Provinces asked to help achieve meat export target,Current Account / Trade,Neutral,https://www.dawn.com/news/1954575/provinces-asked-to-help-achieve-meat-export-target
2025-11-12,SBP backs regional market integration,Monetary Policy / Interest Rates,Neutral,https://www.dawn.com/news/1954576/sbp-backs-regional-market-integration
2025-11-13,Digital future no longer a distinct vision: SBP,Monetary Policy / Interest Rates,Neutral,https://www.dawn.com/news/1954795/digital-future-no-longer-a-distinct-vision-sbp
2025-11-13,Govt spends just Rs76bn on development in first 4 months of FY26,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1954792
2025-11-13,Pakistan may get $1.2bn from IMF on Dec 9,IMF / External Financing,Neutral,https://www.dawn.com/news/1954796/pakistan-may-get-12bn-from-imf-on-dec-9
2025-11-13,Pakistan’s economic policies have destroyed manufacturing and export competitiveness,Current Account / Trade,Neutral,https://www.dawn.com/news/1954785
2025-11-14,SBP reserves hit four-year high,Monetary Policy / Interest Rates; Foreign Reserves,Neutral,https://www.dawn.com/news/1954936/sbp-reserves-hit-four-year-high
2025-11-14,"Pakistan’s edible oil imports to reach 3.5m metric tonnes in 2025, Westbury Group chief executive says",Current Account / Trade; Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1955037/pakistans-edible-oil-imports-to-reach-35m-metric-tonnes-in-2025-westbury-group-chief-executive-says
2025-11-14,Pakistan revives offshore exploration with 23-block award round to 3 public sector oil and gas producers,Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1954930
2025-11-14,"Bulls rally 2,476 points on IMF news",Stock Market (Direct); IMF / External Financing; Cement Sector,Positive,https://www.dawn.com/news/1954937/bulls-rally-2476-points-on-imf-news
2025-11-15,Costly food continues fuelling inflation,Inflation / CPI,Neutral,https://www.dawn.com/news/1955196/costly-food-continues-fuelling-inflation
2025-11-15,Equities close weekend session on bullish note,IMF / External Financing,Positive,https://www.dawn.com/news/1955193/equities-close-weekend-session-on-bullish-note
2025-11-16,Mood lifts at PSX after three weeks of losses,Stock Market (Direct); IMF / External Financing,Neutral,https://www.dawn.com/news/1955353/mood-lifts-at-psx-after-three-weeks-of-losses
2025-11-16,PM calls for ending tax evasion from key sectors,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1955350/pm-calls-for-ending-tax-evasion-from-key-sectors
2025-11-16,SBP limits cash dollar transactions,Monetary Policy / Interest Rates; Currency / Exchange Rate,Neutral,https://www.dawn.com/news/1955348/sbp-limits-cash-dollar-transactions
2025-11-17,Urgency of export exploration,Current Account / Trade,Neutral,https://www.dawn.com/news/1955560/urgency-of-export-exploration
2025-11-18,Islamic finance poised to power climate agenda,Stock Market (Direct),Neutral,https://www.dawn.com/news/1955746/islamic-finance-poised-to-power-climate-agenda
2025-11-18,Foreign investment plunges 26pc,Foreign Investment / FPI,Negative,https://www.dawn.com/news/1955743/foreign-investment-plunges-26pc
2025-11-18,Current account deficit surges by 255pc to $733m in July-Oct,Current Account / Trade,Negative,https://www.dawn.com/news/1955748/current-account-deficit-surges-by-255pc-to-733m-in-july-oct
2025-11-18,Auto financing hits Rs315bn amid cheaper rates,Current Account / Trade,Neutral,https://www.dawn.com/news/1955747/auto-financing-hits-rs315bn-amid-cheaper-rates
2025-11-18,Exports to Europe rise to $3.2bn,Current Account / Trade,Positive,https://www.dawn.com/news/1955745/exports-to-europe-rise-to-32bn
2025-11-19,Bears drive out bulls amid dearth of triggers,Stock Market (Direct),Neutral,https://www.dawn.com/news/1955927/bears-drive-out-bulls-amid-dearth-of-triggers
2025-11-19,Pakistan to build island to boost oil exploration: report,Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1956086/pakistan-to-build-island-to-boost-oil-exploration-report
2025-11-19,RLNG gets costlier for third time in November,Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1955929/rlng-gets-costlier-for-third-time-in-november
2025-11-19,Textile exports drift lower for third month,Current Account / Trade; Oil & Gas / Energy Sector; Textile Sector,Negative,https://www.dawn.com/news/1955933/textile-exports-drift-lower-for-third-month
2025-11-20,Senate panel urges SBP to end forced abayas at banks,Monetary Policy / Interest Rates,Neutral,https://www.dawn.com/news/1956138/senate-panel-urges-sbp-to-end-forced-abayas-at-banks
2025-11-20,IMF highlights corruption risks across state institutions in Pakistan,IMF / External Financing,Negative,https://www.dawn.com/news/1956186/imf-highlights-corruption-risks-across-state-institutions-in-pakistan
2025-11-20,ADB approves $330m loan to expand clean energy transmission in Pakistan,IMF / External Financing,Positive,https://www.dawn.com/news/1956269/adb-approves-330m-loan-to-expand-clean-energy-transmission-in-pakistan
2025-11-20,"Bulls return with 1,291-point rally",Stock Market (Direct),Positive,https://www.dawn.com/news/1956196/bulls-return-with-1291-point-rally
2025-11-21,SBP reserves up by $27 million,Monetary Policy / Interest Rates; IMF / External Financing,Positive,https://www.dawn.com/news/1956423/sbp-reserves-up-by-27-million
2025-11-21,"Call to tap growth potential for gems, sporting goods",Current Account / Trade,Neutral,https://www.dawn.com/news/1956430/call-to-tap-growth-potential-for-gems-sporting-goods
2025-11-21,Editorial: IMF’s long-awaited report grim analysis of Pakistan’s persistent corruption challenges,IMF / External Financing,Negative,https://www.dawn.com/news/1956413
2025-11-21,Govt agrees on asset declaration reforms to combat corruption,IMF / External Financing,Negative,https://www.dawn.com/news/1956398/govt-agrees-on-asset-declaration-reforms-to-combat-corruption
2025-11-21,Mobilink launches Islamic banking,Banking Sector,Neutral,https://www.dawn.com/news/1956425/mobilink-launches-islamic-banking
2025-11-21,PM Shehbaz directs PIA’s speedy privatisation,Privatization / Divestment,Neutral,https://www.dawn.com/news/1956427/pm-shehbaz-directs-pias-speedy-privatisation
2025-11-21,Stocks add 711 points to overnight gains,Stock Market (Direct),Positive,https://www.dawn.com/news/1956424/stocks-add-711-points-to-overnight-gains
2025-11-22,PTI’s Jhagra assails govt; says judicial distrust creating hurdles in foreign investment,IMF / External Financing; Foreign Investment / FPI; Political Stability / Government,Neutral,https://www.dawn.com/news/1956712/ptis-jhagra-assails-govt-says-judicial-distrust-creating-hurdles-in-foreign-investment
2025-11-22,FBR assures Korangi Association of Trade and Industry of resolving tax issues,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1956648/fbr-assures-korangi-association-of-trade-and-industry-of-resolving-tax-issues
2025-11-22,Rising food cost fuels short-term inflation,Inflation / CPI,Negative,https://www.dawn.com/news/1956651/rising-food-cost-fuels-short-term-inflation
2025-11-22,$600m lost to illegal crypto transactions in Pakistan,Currency / Exchange Rate,Negative,https://www.dawn.com/news/1956646/600m-lost-to-illegal-crypto-transactions-in-pakistan
2025-11-22,Asian Development Bank plans to inject $10bn in building digitally connected resilient region,IMF / External Financing,Neutral,https://www.dawn.com/news/1956645/asian-development-bank-plans-to-inject-10bn-in-building-digitally-connected-resilient-region
2025-11-23,Why do companies delist in Pakistan?,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1956790
2025-11-23,Imports of car assembly kits surge 123pc,Current Account / Trade,Neutral,https://www.dawn.com/news/1956791/imports-of-car-assembly-kits-surge-123pc
2025-11-23,Govt asked to cut taxes ahead of 5G rollout,Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1956789/govt-asked-to-cut-taxes-ahead-of-5g-rollout
2025-11-23,Food imports jump to $3 billion,Current Account / Trade,Neutral,https://www.dawn.com/news/1956788/food-imports-jump-to-3-billion
2025-11-24,A complex investment puzzle,Currency / Exchange Rate,Neutral,https://www.dawn.com/news/1956876/a-complex-investment-puzzle
2025-11-24,"Alarmed by weakness of audit mechanism, IMF calls for independent AGP office",IMF / External Financing,Neutral,https://www.dawn.com/news/1957018/alarmed-by-weakness-of-audit-mechanism-imf-calls-for-independent-agp-office
2025-11-24,Has ‘managing’ exchange rate backfired for Pakistan?,Currency / Exchange Rate,Neutral,https://www.dawn.com/news/1956879
2025-11-24,"Pakistan seeks to buy 100,000 tonnes of rice for supply to Bangladesh",Current Account / Trade,Neutral,https://www.dawn.com/news/1957067/pakistan-seeks-to-buy-100000-tonnes-of-rice-for-supply-to-bangladesh
2025-11-24,Why FDI bypasses Pakistan,Foreign Investment / FPI,Neutral,https://www.dawn.com/news/1956877/why-fdi-bypasses-pakistan
2025-11-25,PM Shehbaz eliminates 0.25pc export surcharge,Current Account / Trade,Neutral,https://www.dawn.com/news/1957204/pm-shehbaz-eliminates-025pc-export-surcharge
2025-11-25,Ogra determines 7pc increase in gas prices,IMF / External Financing; Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1957207/ogra-determines-7pc-increase-in-gas-prices
2025-11-26,ADB okays additional $48m financing for water project in Balochistan,IMF / External Financing,Neutral,https://www.dawn.com/news/1957468/adb-okays-additional-48m-financing-for-water-project-in-balochistan
2025-11-26,"IMF slams Pakistan’s fiscal mismanagement, calls for immediate steps to combat inefficiencies",IMF / External Financing,Neutral,https://www.dawn.com/news/1957384
2025-11-27,SBP chief stresses investment in innovation,Monetary Policy / Interest Rates,Positive,https://www.dawn.com/news/1957618/sbp-chief-stresses-investment-in-innovation
2025-11-27,"Aurangzeb shifts focus to steady, sustainable economic growth",GDP / Economic Growth,Neutral,https://www.dawn.com/news/1957620/aurangzeb-shifts-focus-to-steady-sustainable-economic-growth
2025-11-27,IMF’s report has rightly emphasised need for transparency as important tool in combating corruption,IMF / External Financing,Negative,https://www.dawn.com/news/1957655
2025-11-27,"Iron, steel scrap imports hit record in October",Current Account / Trade,Neutral,https://www.dawn.com/news/1957616/iron-steel-scrap-imports-hit-record-in-october
2025-11-27,National Assembly panel seeks clear timeline to complete PIA bidding process,Privatization / Divestment,Neutral,https://www.dawn.com/news/1957644/national-assembly-panel-seeks-clear-timeline-to-complete-pia-bidding-process
2025-11-28,Pakistan’s fuel oil exports scale fresh high in 2025,Current Account / Trade,Neutral,https://www.dawn.com/news/1957772/pakistans-fuel-oil-exports-scale-fresh-high-in-2025
2025-11-28,SIFC feels high taxes discourage investments,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1957770/sifc-feels-high-taxes-discourage-investments
2025-11-28,"Governance failures hurt investor confidence, says PM’s aide",Privatization / Divestment,Neutral,https://www.dawn.com/news/1957771
2025-11-29,Petrol and diesel prices likely to see a drop from Dec 1,Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1958083
2025-11-29,Govt utters cautious optimism amid mixed economic performance,Debt / External Debt,Neutral,https://www.dawn.com/news/1958081/govt-utters-cautious-optimism-amid-mixed-economic-performance
2025-11-29,SPI rises for 17th week,Inflation / CPI,Neutral,https://www.dawn.com/news/1958084/spi-rises-for-17th-week
2025-11-29,"Senators flag concerns over NHA project contracts, again",IMF / External Financing,Neutral,https://www.dawn.com/news/1958101/senators-flag-concerns-over-nha-project-contracts-again
2025-11-30,Afghan border closure chokes crucial exports,Current Account / Trade; Cement Sector,Neutral,https://www.dawn.com/news/1958257/afghan-border-closure-chokes-crucial-exports
2025-11-30,Exports to N. America post paltry growth,Current Account / Trade,Neutral,https://www.dawn.com/news/1958258/exports-to-n-america-post-paltry-growth
2025-11-30,"PSX settles above 166,000 in November",Stock Market (Direct); IMF / External Financing,Neutral,https://www.dawn.com/news/1958261/psx-settles-above-166000-in-november
2025-12-01,Why IMF’s assessment of Pakistan’s governance and corruption landscape is a disappointment,IMF / External Financing,Negative,https://www.dawn.com/news/1958472
2025-12-01,Potato glut — Pakistan’s export wake-up call,Current Account / Trade,Positive,https://www.dawn.com/news/1958325/potato-glut-pakistans-export-wake-up-call
2025-12-01,Inflation edges down to 6.1pc in November,Inflation / CPI,Positive,https://www.dawn.com/news/1958545/inflation-edges-down-to-61pc-in-november
2025-12-01,Finance minister expects ‘good’ NFC output,GDP / Economic Growth,Neutral,https://www.dawn.com/news/1958445/finance-minister-expects-good-nfc-output
2025-12-01,Faulty governance laid bare,IMF / External Financing,Neutral,https://www.dawn.com/news/1958332/faulty-governance-laid-bare
2025-12-01,"IMF graft report — a roadmap, not a reprimand for Pakistan",IMF / External Financing,Neutral,https://www.dawn.com/news/1958333
2025-12-02,"Bulls toss index above 168,000 mark",Stock Market (Direct),Positive,https://www.dawn.com/news/1958685/bulls-toss-index-above-168000-mark
2025-12-02,Credit to private sector hits three-year high,Banking Sector,Neutral,https://www.dawn.com/news/1958693/credit-to-private-sector-hits-three-year-high
2025-12-02,"IMF graft report stresses need for reforms, finance minister tells Senate",IMF / External Financing,Neutral,https://www.dawn.com/news/1958694
2025-12-02,LPG prices raised by 4pc,Currency / Exchange Rate; Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1958691/lpg-prices-raised-by-4pc
2025-12-02,Machinery clearance procedures for tribal areas,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1958692/machinery-clearance-procedures-for-tribal-areas
2025-12-03,Indian rupee hits fresh record low past 90 per dollar,Currency / Exchange Rate,Neutral,https://www.dawn.com/news/1958966/indian-rupee-hits-fresh-record-low-past-90-per-dollar
2025-12-03,"Sales of cement fall, urea surge in November",Cement Sector; Fertilizer Sector,Negative,https://www.dawn.com/news/1958867/sales-of-cement-fall-urea-surge-in-november
2025-12-03,High-yield seeds key to revive cotton crop,Current Account / Trade,Neutral,https://www.dawn.com/news/1958866/high-yield-seeds-key-to-revive-cotton-crop
2025-12-03,"Turkiye, Pakistan forge energy cooperation",Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1958871/turkiye-pakistan-forge-energy-cooperation
2025-12-03,Govt taking steps to enhance exports: PM,Current Account / Trade; GDP / Economic Growth,Neutral,https://www.dawn.com/news/1958859/govt-taking-steps-to-enhance-exports-pm
2025-12-03,Index falls as profit-taking clips four-day rally,Stock Market (Direct),Positive,https://www.dawn.com/news/1958872/index-falls-as-profit-taking-clips-four-day-rally
2025-12-03,Exports dip for fourth straight month,Current Account / Trade,Negative,https://www.dawn.com/news/1958870/exports-dip-for-fourth-straight-month
2025-12-03,"Fruit, green exporters eye $2bn target in three years",Current Account / Trade,Neutral,https://www.dawn.com/news/1958868/fruit-green-exporters-eye-2bn-target-in-three-years
2025-12-03,"Companies need rapid compliance to save exports, WB economist warns",Current Account / Trade,Negative,https://www.dawn.com/news/1958869
2025-12-03,"Bidding for PIA to be held on Dec 23, says PM Shehbaz",Privatization / Divestment,Neutral,https://www.dawn.com/news/1958981/bidding-for-pia-to-be-held-on-dec-23-says-pm-shehbaz
2025-12-03,Automotive industry concerned at ‘misuse of import schemes’,Current Account / Trade,Neutral,https://www.dawn.com/news/1958903/automotive-industry-concerned-at-misuse-of-import-schemes
