Date,News,What It Affects,Sentiment,Source
2022-09-21,Treasury refuses to publish UK economic outlook,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1711189/treasury-refuses-to-publish-uk-economic-outlook
2022-09-22,Bearish spell sets in on stock market,Stock Market (Direct),Negative,https://www.dawn.com/news/1711328/bearish-spell-sets-in-on-stock-market
2022-09-22,Pakistan’s current account deficit shrinks 42pc to $0.7bn in August,Current Account / Trade,Positive,https://www.dawn.com/news/1711404/pakistans-current-account-deficit-shrinks-42pc-to-07bn-in-august
2022-09-22,SBP to settle importers’ payments in two days,Monetary Policy / Interest Rates,No Signal,https://www.dawn.com/news/1711333/sbp-to-settle-importers-payments-in-two-days
2022-09-22,Stocks at PSX lose 37.63 points,Stock Market (Direct),Negative,https://www.dawn.com/news/1711412/stocks-at-psx-lose-3763-points
2022-09-23,ADB approves $100m to improve KP health sector,IMF / External Financing,Positive,https://www.dawn.com/news/1711508/adb-approves-100m-to-improve-kp-health-sector
2022-09-23,Collecting adjustable tax at GLT stage ‘to benefit industry’,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1711498/collecting-adjustable-tax-at-glt-stage-to-benefit-industry
2022-09-23,Govt sees growth rate falling to 2pc amid floods,IMF / External Financing,Negative,https://www.dawn.com/news/1711530/govt-sees-growth-rate-falling-to-2pc-amid-floods
2022-09-23,IMF has informally agreed to ease programme conditions: Miftah,IMF / External Financing,No Signal,https://www.dawn.com/news/1711558/imf-has-informally-agreed-to-ease-programme-conditions-miftah
2022-09-23,"Oil prices edge down, recession fears back in focus",Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1711550/oil-prices-edge-down-recession-fears-back-in-focus
2022-09-23,Pakistan default fears spike on report of UN debt suspension advice,Debt / External Debt,Negative,https://www.dawn.com/news/1711571/pakistan-default-fears-spike-on-report-of-un-debt-suspension-advice
2022-09-23,Why do we go to the IMF?,IMF / External Financing,No Signal,https://www.dawn.com/news/1711543/why-do-we-go-to-the-imf
2022-09-24,Ex-military officers allowed import of tax-free bulletproof vehicles,Fiscal Policy / Budget / Taxes; Current Account / Trade,No Signal,https://www.dawn.com/news/1711657/ex-military-officers-allowed-import-of-tax-free-bulletproof-vehicles
2022-09-24,"Foreign currency sale transactions of $2,000 or above to be conducted through cheques: SBP",Monetary Policy / Interest Rates; Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1711642/cheques-for-outward-remittances
2022-09-24,"NAB, FIA interference irks energy regulator Ogra",Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1711648/nab-fia-interference-irks-energy-regulator-ogra
2022-09-24,PSX sees shift in investor onboarding patterns,Stock Market (Direct),No Signal,https://www.dawn.com/news/1711647/psx-sees-shift-in-investor-onboarding-patterns
2022-09-24,Pakistan’s weekly inflation dips 8.1pc on decline in food prices,Inflation / CPI,Positive,https://www.dawn.com/news/1711646/weekly-inflation-decelerates
2022-09-24,Rupee breaks dollar rally after 15 sessions,Currency / Exchange Rate,Negative,https://www.dawn.com/news/1711645/rupee-breaks-dollar-rally-after-15-sessions
2022-09-24,Stocks lose 308 points on foreign selling,Currency / Exchange Rate,Negative,https://www.dawn.com/news/1711641/stocks-lose-308-points-on-foreign-selling
2022-09-24,World markets plunge on recession fears,Global Markets / Fed,Negative,https://www.dawn.com/news/1711644/world-markets-plunge-on-recession-fears
2022-09-25,"All aid will be subject to third-party audit, Shehbaz assures donors",Current Account / Trade; Fertilizer Sector,No Signal,https://www.dawn.com/news/1711821/all-aid-will-be-subject-to-third-party-audit-shehbaz-assures-donors
2022-09-25,Corporate profits rise 22pc to Rs1tr in 2021-22,Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1711828/corporate-profits-rise-22pc-to-rs1tr-in-2021-22
2022-09-25,Rabbani ‘challenges’ duty-free import of cars for ex-officers,Fiscal Policy / Budget / Taxes; Current Account / Trade,No Signal,https://www.dawn.com/news/1711843/rabbani-challenges-duty-free-import-of-cars-for-ex-officers
2022-09-25,Salt makers go on strike after mineral agency hikes prices,Inflation / CPI,Negative,https://www.dawn.com/news/1711824/salt-makers-go-on-strike-after-mineral-agency-hikes-prices
2022-09-25,World Bank to allow $2bn diversion for flood relief,IMF / External Financing,Positive,https://www.dawn.com/news/1711822/world-bank-to-allow-2bn-diversion-for-flood-relief
2022-09-26,"Editorial: In these tough times, Pakistan’s debt should be deferred, swapped and forgiven",Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1711927/debt-deferment
2022-09-26,"Energy, inflation crises risk pushing big economies into recession: OECD",Monetary Policy / Interest Rates; Inflation / CPI,No Signal,https://www.dawn.com/news/1712068/energy-inflation-crises-risk-pushing-big-economies-into-recession-oecd
2022-09-26,Oil prices fall for a second day on concerns of expected recession,Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1712060/oil-prices-fall-for-a-second-day-on-concerns-of-expected-recession
2022-09-26,Outlook for foreign direct investment,Foreign Investment / FPI,No Signal,https://www.dawn.com/news/1711915/outlook-for-foreign-direct-investment
2022-09-26,PKR surges by Rs2.63 against dollar in interbank,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1712053/pkr-surges-by-rs263-against-dollar-in-interbank
2022-09-26,"Pound hits record low versus dollar, markets drop on recession fears",Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1712050/pound-hits-record-low-versus-dollar-markets-drop-on-recession-fears
2022-09-26,Risks of unchecked plant trade,Current Account / Trade,No Signal,https://www.dawn.com/news/1711921/risks-of-unchecked-plant-trade
2022-09-26,"Stocks rise 531 points as rupee recovers, oil prices dip",Currency / Exchange Rate; IMF / External Financing; Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1712057/stocks-rise-531-points-as-rupee-recovers-oil-prices-dip
2022-09-26,The food security challenge,Current Account / Trade,No Signal,https://www.dawn.com/news/1711910/the-food-security-challenge
2022-09-27,'Assurances by IMF' during PM's trip to US may 'smooth over' Ishaq Dar's return,IMF / External Financing; Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1712173/assurances-from-pms-trip-may-smooth-over-dars-return
2022-09-27,Hascol looks for equity investors,Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1712117/hascol-looks-for-equity-investors
2022-09-27,Oil prices steady on prospect of balancing supply after steep selloff,Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1712235/oil-prices-steady-on-prospect-of-balancing-supply-after-steep-selloff
2022-09-27,PSX launches e-listing,Stock Market (Direct),No Signal,https://www.dawn.com/news/1712115/psx-launches-e-listing
2022-09-27,Pakistan’s big economic worries,Monetary Policy / Interest Rates; IMF / External Financing; Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1711922
2022-09-27,"Stocks gain 367 points on Dar’s return, rupee recovery",Currency / Exchange Rate; Privatization / Divestment,Positive,https://www.dawn.com/news/1712240/stocks-gain-367-points-on-dars-return-rupee-recovery
2022-09-27,‘Dar-jolt’: PKR jumps by Rs3.11 against dollar in interbank,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1712236/dar-jolt-pkr-jumps-by-rs311-against-dollar-in-interbank
2022-09-28,ADB to approve $1.5bn next month,IMF / External Financing,Positive,https://www.dawn.com/news/1712345/adb-to-approve-15bn-next-month
2022-09-28,Daronomics: The fallacy of fixing currency price,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1712406/daronomics-the-fallacy-of-fixing-currency-price
2022-09-28,"Dollar scales new 2-decade high, sterling on the ropes again",Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1712395/dollar-scales-new-2-decade-high-sterling-on-the-ropes-again
2022-09-28,Indus Motors fears 40pc sales drop,Monetary Policy / Interest Rates; Current Account / Trade,Negative,https://www.dawn.com/news/1712340/indus-motors-fears-40pc-sales-drop
2022-09-28,Inflation may slow down after drop in global energy prices,Inflation / CPI; Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1712344/inflation-may-slow-down-after-drop-in-global-energy-prices
2022-09-28,Ishaq Dar appointed federal finance and revenue minister,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1712399/ishaq-dar-appointed-federal-finance-and-revenue-minister
2022-09-28,New finance minister Ishaq Dar known for propping up rupee in earlier stints,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1712408/new-finance-minister-ishaq-dar-known-for-propping-up-rupee-in-earlier-stints
2022-09-28,Oil prices slip as dollar scales new peak,Currency / Exchange Rate; Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1712396/oil-prices-slip-as-dollar-scales-new-peak
2022-09-28,PKR’s upward momentum continues with gain of Rs1.79 in interbank,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1712401/pkrs-upward-momentum-continues-with-gain-of-rs179-in-interbank
2022-09-28,Pakistan dollar bonds slump after Dar vows to bring down interest rates,Monetary Policy / Interest Rates; Currency / Exchange Rate,Negative,https://www.dawn.com/news/1712414/pakistan-dollar-bonds-slump-after-dar-vows-to-bring-down-interest-rates
2022-09-29,BoE intervenes as IMF criticises UK budget,IMF / External Financing; Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1712502/boe-intervenes-as-imf-criticises-uk-budget
2022-09-29,"HBL faces liability in terror financing case in US, bank says will ‘vigorously’ contest allegations",Banking Sector,No Signal,https://www.dawn.com/news/1712565/hbl-faces-liability-in-terror-financing-case-in-us-bank-says-will-vigorously-contest-allegations
2022-09-29,"Oil price dips as dollar strengthens, demand weakens",Currency / Exchange Rate; Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1712557/oil-price-dips-as-dollar-strengthens-demand-weakens
2022-09-29,Shares on PSX slide 421 points as HBL faces liability in US court for terror financing,Stock Market (Direct); Banking Sector,Negative,https://www.dawn.com/news/1712561/shares-on-psx-slide-421-points-as-hbl-faces-liability-in-us-court-for-terror-financing
2022-09-29,Uniform minimum wheat price stressed,Inflation / CPI,Negative,https://www.dawn.com/news/1712507/uniform-minimum-wheat-price-stressed
2022-09-29,Won’t allow manipulation of exchange rate: Ishaq Dar,Monetary Policy / Interest Rates; Inflation / CPI; Currency / Exchange Rate,Positive,https://www.dawn.com/news/1712523/wont-allow-manipulation-of-exchange-rate-ishaq-dar
2022-09-30,Editorial: Any misadventure in managing the rupee will prove counterproductive for the economy,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1712696/dars-plans
2022-09-30,FBR notifies tax rules for foreign properties,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1712687/fbr-notifies-tax-rules-for-foreign-properties
2022-09-30,FBR team briefs Ishaq Dar on tax collection,IMF / External Financing; Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1712619/fbr-team-briefs-ishaq-dar-on-tax-collection
2022-09-30,Fuel prices to drop Rs7-17 per litre if govt maintains taxes,Fiscal Policy / Budget / Taxes; Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1712678/fuel-prices-to-drop-rs7-17-per-litre-if-govt-maintains-taxes
2022-09-30,"MNCs complain of economic instability, high taxes",Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1712621/mncs-complain-of-economic-instability-high-taxes
2022-09-30,Meta to freeze hiring to tighten budget,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1712725/meta-to-freeze-hiring-to-tighten-budget
2022-09-30,"Oil holds steady on prospect of Opec+ output cut, weaker dollar",Currency / Exchange Rate; Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1712717/oil-holds-steady-on-prospect-of-opec-output-cut-weaker-dollar
2022-09-30,PKR gains Rs1.18 in interbank,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1712712/pkr-gains-rs118-in-interbank
2022-09-30,Rupee gains despite fall in SBP reserves to just $8bn,Monetary Policy / Interest Rates; Currency / Exchange Rate; Foreign Reserves,Positive,https://www.dawn.com/news/1712623/rupee-gains-despite-fall-in-sbp-reserves-to-just-8bn
2022-09-30,"Sterling recovers with euro as UK fiscal angst recedes, European inflation accelerates",Inflation / CPI; Currency / Exchange Rate,Negative,https://www.dawn.com/news/1712723/sterling-recovers-with-euro-as-uk-fiscal-angst-recedes-european-inflation-accelerates
2022-09-30,Weekly inflation rises to 30.62pc,Inflation / CPI,Negative,https://www.dawn.com/news/1712732/weekly-inflation-rises-to-3062pc
2022-10-01,"After IMF’s nod, govt cuts petrol, diesel prices",IMF / External Financing; Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1712826/after-imfs-nod-govt-cuts-petrol-diesel-prices
2022-10-01,Dar-led ECC increases KE tariff by 51 paise,Fiscal Policy / Budget / Taxes; Current Account / Trade,Negative,https://www.dawn.com/news/1712847/dar-led-ecc-increases-ke-tariff-by-51-paise
2022-10-01,Imports fail to bring down onion prices,Current Account / Trade,Negative,https://www.dawn.com/news/1712845/imports-fail-to-bring-down-onion-prices
2022-10-01,Nepra asks govt to end taxes on electricity,Fiscal Policy / Budget / Taxes; Privatization / Divestment,No Signal,https://www.dawn.com/news/1712818/nepra-asks-govt-to-end-taxes-on-electricity
2022-10-01,SBP wants exchange firms’ deals to be more transparent,Monetary Policy / Interest Rates,No Signal,https://www.dawn.com/news/1712846/sbp-wants-exchange-firms-deals-to-be-more-transparent
2022-10-01,September inflation eases slightly to 23.18pc,Inflation / CPI,Positive,https://www.dawn.com/news/1712912/september-inflation-eases-slightly-to-2318pc
2022-10-01,Strong US dollar an unstoppable force endangering other currencies,Monetary Policy / Interest Rates; Currency / Exchange Rate; Global Markets / Fed,Neutral,https://www.dawn.com/news/1712852/strong-us-dollar-an-unstoppable-force-endangering-other-currencies
2022-10-01,"Tax collection jumps, returns filing date extended",Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1712848/tax-collection-jumps-returns-filing-date-extended
2022-10-02,"Dar, SBP chief discuss steps to revive growth",Monetary Policy / Interest Rates; GDP / Economic Growth,No Signal,https://www.dawn.com/news/1713022/dar-sbp-chief-discuss-steps-to-revive-growth
2022-10-02,Exim Bank starts formal operations,Current Account / Trade,No Signal,https://www.dawn.com/news/1713026/exim-bank-starts-formal-operations
2022-10-02,Govt shelves plan to regulate DAP imports,Current Account / Trade,No Signal,https://www.dawn.com/news/1713021/govt-shelves-plan-to-regulate-dap-imports
2022-10-02,Rupee to grow stronger in coming days: Dar,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1713054/rupee-to-grow-stronger-in-coming-days-dar
2022-10-02,SBP import  curbs hit arrival of auto kits,Monetary Policy / Interest Rates; Current Account / Trade,No Signal,https://www.dawn.com/news/1713027/sbp-import-curbs-hit-arrival-of-auto-kits
2022-10-03,'Reckless': Miftah lays into govt for freezing fuel levy without IMF nod,IMF / External Financing,No Signal,https://www.dawn.com/news/1713254/reckless-miftah-lays-into-govt-for-freezing-fuel-levy-without-imf-nod
2022-10-03,'Rupee's guardian angel': Will the new finance minister be able to fulfil all expectations tied to him?,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1712898/rupees-guardian-angel-will-the-new-finance-minister-be-able-to-fulfil-all-expectations-tied-to-him
2022-10-03,Bleak outlook of exports,Current Account / Trade,Negative,https://www.dawn.com/news/1713125/bleak-outlook-of-exports
2022-10-03,For the love of Dar,Inflation / CPI,No Signal,https://www.dawn.com/news/1713098/for-the-love-of-dar
2022-10-03,Oil rebounds 3pc as Opec+ weighs biggest output cut since 2020,Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1713251/oil-rebounds-3pc-as-opec-weighs-biggest-output-cut-since-2020
2022-10-03,PKR jumps by Rs1.16 in interbank,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1713257/pkr-jumps-by-rs116-in-interbank
2022-10-03,The racket of ‘own money’ — what can be done to move away from the car black market that prevails?,Current Account / Trade,No Signal,https://www.dawn.com/news/1713133/the-racket-of-own-money
2022-10-04,"8 banks being investigated in connection with exchange rate manipulation, SBP governor tells NA panel",Monetary Policy / Interest Rates; Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1713447/8-banks-being-investigated-in-connection-with-exchange-rate-manipulation-sbp-governor-tells-na-panel
2022-10-04,Apple iPhone exports from India top $1 billion in 5 months,Current Account / Trade,No Signal,https://www.dawn.com/news/1713444/apple-iphone-exports-from-india-top-1-billion-in-5-months
2022-10-04,Assets of Islamic banks jump to all-time high,Stock Market (Direct),Positive,https://www.dawn.com/news/1713316/assets-of-islamic-banks-jump-to-all-time-high
2022-10-04,Dar may consider subsidy package for textile exporters,Fiscal Policy / Budget / Taxes; Textile Sector,No Signal,https://www.dawn.com/news/1713315/dar-may-consider-subsidy-package-for-textile-exporters
2022-10-04,Dar takes on his predecessor over PDL comment,IMF / External Financing,No Signal,https://www.dawn.com/news/1713353/dar-takes-on-his-predecessor-over-pdl-comment
2022-10-04,Govt asked to keep major share in Pak Reinsurance Company,Privatization / Divestment,No Signal,https://www.dawn.com/news/1713317/govt-asked-to-keep-major-share-in-pak-reinsurance-company
2022-10-04,IT freelancers have $3-4bn parked abroad due to high tax rates: Tarin,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1713320/it-freelancers-have-3-4bn-parked-abroad-due-to-high-tax-rates-tarin
2022-10-04,LNG shortages in Pakistan might continue for years as tenders fail to fetch bidders,Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1713350
2022-10-04,PKR’s upward march continues with Rs1.65 gain in interbank,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1713423/pkrs-upward-march-continues-with-rs165-gain-in-interbank
2022-10-04,Pakistan can benefit from US ‘relaxation’ on Russia oil,Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1713365/pakistan-can-benefit-from-us-relaxation-on-russia-oil
2022-10-04,Policy commitments made by Pakistan continue to apply: IMF,IMF / External Financing; Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1713425/policy-commitments-made-by-pakistan-continue-to-apply-imf
2022-10-04,UK investors withdraw $31m from T-bills,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1713319/uk-investors-withdraw-31m-from-t-bills
2022-10-05,ADB announces $2.3-2.5bn to support flood relief efforts in Pakistan,IMF / External Financing,Positive,https://www.dawn.com/news/1713601/adb-announces-23-25bn-to-support-flood-relief-efforts-in-pakistan
2022-10-05,Exports contract in Sept on rising input costs,Current Account / Trade,Positive,https://www.dawn.com/news/1713534/exports-contract-in-sept-on-rising-input-costs
2022-10-05,"Rupee continues upward momentum, gains Rs1.7 against dollar in interbank",Currency / Exchange Rate; Current Account / Trade,Positive,https://www.dawn.com/news/1713583/rupee-continues-upward-momentum-gains-rs17-against-dollar-in-interbank
2022-10-05,Stakeholders say solar panel policy is ‘bound to fail’,Current Account / Trade,Negative,https://www.dawn.com/news/1713532/stakeholders-say-solar-panel-policy-is-bound-to-fail
2022-10-05,Stocks stay bullish on positive economic data,Stock Market (Direct),Positive,https://www.dawn.com/news/1713529/stocks-stay-bullish-on-positive-economic-data
2022-10-06,Digitisation can fix supply chain: SBP deputy chief,Monetary Policy / Interest Rates,No Signal,https://www.dawn.com/news/1713710/digitisation-can-fix-supply-chain-sbp-deputy-chief
2022-10-06,Floods to drag up to 9 million Pakistanis into poverty: World Bank,Inflation / CPI; IMF / External Financing,Negative,https://www.dawn.com/news/1713772/floods-to-drag-up-to-9-million-pakistanis-into-poverty-world-bank
2022-10-06,Govt announces ‘all-inclusive’ power subsidy for export industries,Fiscal Policy / Budget / Taxes; Current Account / Trade; Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1713770/govt-announces-all-inclusive-power-subsidy-for-export-industries
2022-10-06,Minister warns of gas shortage as winter nears,Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1713679/minister-warns-of-gas-shortage-as-winter-nears
2022-10-06,"Moody’s cuts Pakistan’s credit rating citing increased govt liquidity, external vulnerability risks",Credit Rating,No Signal,https://www.dawn.com/news/1713771/moodys-cuts-pakistans-credit-rating-citing-increased-govt-liquidity-external-vulnerability-risks
2022-10-06,Oil hovers near three-week highs after Opec+ agrees to slash crude output,Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1713738/oil-hovers-near-three-week-highs-after-opec-agrees-to-slash-crude-output
2022-10-06,Opec+ agrees to cut output by two million barrels a day,Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1713655/opec-agrees-to-cut-output-by-two-million-barrels-a-day
2022-10-06,PKR strengthens by Rs2 in interbank,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1713740/pkr-strengthens-by-rs2-in-interbank
2022-10-06,Service trade deficit widens 46pc in August,Current Account / Trade,Negative,https://www.dawn.com/news/1713706/service-trade-deficit-widens-46pc-in-august
2022-10-06,"Stocks maintain bullish momentum, gain 549 points",Monetary Policy / Interest Rates; Currency / Exchange Rate,Positive,https://www.dawn.com/news/1713760/stocks-maintain-bullish-momentum-gain-549-points
2022-10-07,Financial sector sees no change in monetary policy,Monetary Policy / Interest Rates,No Signal,https://www.dawn.com/news/1713839/financial-sector-sees-no-change-in-monetary-policy
2022-10-07,India’s RBI sells dollars as rupee hits record low on US rate hike fears,Currency / Exchange Rate,Negative,https://www.dawn.com/news/1713928/indias-rbi-sells-dollars-as-rupee-hits-record-low-on-us-rate-hike-fears
2022-10-07,"Inflation to fall to 5-7pc by next fiscal year, says SBP deputy governor",Monetary Policy / Interest Rates; Inflation / CPI,Positive,https://www.dawn.com/news/1713841/inflation-to-fall-to-5-7pc-by-next-fiscal-year-says-sbp-deputy-governor
2022-10-07,Oil steady as focus turns to US economic data,Currency / Exchange Rate; Oil & Gas / Energy Sector; Global Markets / Fed,No Signal,https://www.dawn.com/news/1713913/oil-steady-as-focus-turns-to-us-economic-data
2022-10-07,PKR jumps by Rs2 against dollar in interbank,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1713917/pkr-jumps-by-rs2-against-dollar-in-interbank
2022-10-07,Will give befitting reply to Moody's if downgrade not reversed: Dar,Credit Rating,Negative,https://www.dawn.com/news/1713920/will-give-befitting-reply-to-moodys-if-downgrade-not-reversed-dar
2022-10-08,Higher food prices fuel weekly inflation,Inflation / CPI,Negative,https://www.dawn.com/news/1714027/higher-food-prices-fuel-weekly-inflation
2022-10-08,Quarterly cement sales plummet 25pc,Inflation / CPI; Cement Sector,Negative,https://www.dawn.com/news/1714028/quarterly-cement-sales-plummet-25pc
2022-10-08,SBP revokes licence of TAG Innovation,Monetary Policy / Interest Rates; Banking Sector,No Signal,https://www.dawn.com/news/1714026/sbp-revokes-licence-of-tag-innovation
2022-10-08,Tech firm to migrate from GEM to PSX’s main board,Stock Market (Direct),No Signal,https://www.dawn.com/news/1714025/tech-firm-to-migrate-from-gem-to-psxs-main-board
2022-10-09,Editorial: Dar should refrain from interfering in the market or Pakistan may end up in a deeper crisis,Currency / Exchange Rate,Negative,https://www.dawn.com/news/1714235/bucking-the-trend
2022-10-09,"Govt to put economy on sustainable path to growth, says Dar",IMF / External Financing,No Signal,https://www.dawn.com/news/1714222/govt-to-put-economy-on-sustainable-path-to-growth-says-dar
2022-10-09,Govt will not seek Paris Club debt restructuring: Dar,IMF / External Financing,No Signal,https://www.dawn.com/news/1714271/govt-will-not-seek-paris-club-debt-restructuring-dar
2022-10-09,Opec+ cut shows widening gulf between Biden and Saudis,Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1714216/opec-cut-shows-widening-gulf-between-biden-and-saudis
2022-10-09,Stocks post 2.3pc weekly growth,Stock Market (Direct),Positive,https://www.dawn.com/news/1714218/stocks-post-23pc-weekly-growth
2022-10-10,"Rupee continues upward momentum, gains Rs1.95 in interbank trade",Monetary Policy / Interest Rates; Currency / Exchange Rate,Positive,https://www.dawn.com/news/1714282/rupee-continues-upward-momentum-gains-rs195-in-interbank-trade
2022-10-10,State Bank keeps policy rate unchanged at 15pc,Monetary Policy / Interest Rates; Inflation / CPI,No Signal,https://www.dawn.com/news/1714307/state-bank-keeps-policy-rate-unchanged-at-15pc
2022-10-11,An avertable urea crisis in the making,Fertilizer Sector,Negative,https://www.dawn.com/news/1714469/an-avertable-urea-crisis-in-the-making
2022-10-11,"Dollar gains as geopolitical worries, rate hike fear rattle market",Currency / Exchange Rate,Negative,https://www.dawn.com/news/1714480/dollar-gains-as-geopolitical-worries-rate-hike-fear-rattle-market
2022-10-11,ECC approves Rs100bn power subsidy for exporters,Fiscal Policy / Budget / Taxes; Current Account / Trade,Positive,https://www.dawn.com/news/1714367/ecc-approves-rs100bn-power-subsidy-for-exporters
2022-10-11,FBR advises taxpayers not to share PINs,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1714365/fbr-advises-taxpayers-not-to-share-pins
2022-10-11,"How the govt ‘tamed’ dollar, inflation in one fell swoop",Inflation / CPI; Currency / Exchange Rate,Positive,https://www.dawn.com/news/1714388/analysis-how-the-govt-tamed-dollar-inflation-in-one-fell-swoop
2022-10-11,"In the current volatile situation, usual interventions to stabilise exchange rate do not work",Currency / Exchange Rate,Negative,https://www.dawn.com/news/1714455/dars-economics-at-work
2022-10-11,Is the rupee’s recovery temporary?,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1714471/is-the-rupees-recovery-temporary
2022-10-11,"Oil prices inch lower as dollar firms, China Covid worries dent demand",Currency / Exchange Rate; Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1714477/oil-prices-inch-lower-as-dollar-firms-china-covid-worries-dent-demand
2022-10-11,Options for Pakistan’s rice exports,Current Account / Trade,No Signal,https://www.dawn.com/news/1714454/options-for-pakistans-rice-exports
2022-10-11,Stocks rise after Dar rejects debt restructuring,IMF / External Financing; Foreign Investment / FPI,Negative,https://www.dawn.com/news/1714361/stocks-rise-after-dar-rejects-debt-restructuring
2022-10-12,Dar to have receptive audience at lenders’ moot,Inflation / CPI,Negative,https://www.dawn.com/news/1714578/dar-to-have-receptive-audience-at-lenders-moot
2022-10-12,Dollar at 24-year peak to yen after US yields jump,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1714647/dollar-at-24-year-peak-to-yen-after-us-yields-jump
2022-10-12,How much crude oil does the EU still import from Russia?,Current Account / Trade; Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1714666/how-much-crude-oil-does-the-eu-still-import-from-russia
2022-10-12,IMF’s FY23 projections for Pakistan fail to account for flood impact,IMF / External Financing; Current Account / Trade; GDP / Economic Growth,Negative,https://www.dawn.com/news/1714626/imfs-fy23-projections-for-pakistan-fail-to-account-for-flood-impact
2022-10-12,Stocks lose 56 points on profit-taking,Credit Rating,Negative,https://www.dawn.com/news/1714623/stocks-lose-56-points-on-profit-taking
2022-10-13,Car sales crash amid escalating prices,Monetary Policy / Interest Rates; Current Account / Trade,Negative,https://www.dawn.com/news/1714762/car-sales-crash-amid-escalating-prices
2022-10-13,Dollar snaps rupee’s rally after 13 days,Currency / Exchange Rate; Current Account / Trade,Negative,https://www.dawn.com/news/1714760/dollar-snaps-rupees-rally-after-13-days
2022-10-13,IMF warns against ‘costly’ tax cuts,IMF / External Financing; Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1714756/imf-warns-against-costly-tax-cuts
2022-10-13,Oil prices jittery as market wary of demand risks,Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1714820/oil-prices-jittery-as-market-wary-of-demand-risks
2022-10-13,PSO wins $14.6m arbitration against LNG supplier Gunvor,Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1714775/pso-wins-146m-arbitration-against-lng-supplier-gunvor
2022-10-13,S. Arabia says Opec+ oil cut ‘purely economic’ as IEA warns move could tip world into recession,Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1714834/s-arabia-says-opec-oil-cut-purely-economic-as-iea-warns-move-could-tip-world-into-recession
